cut	k	mask	rank_sum	max_rank_sum	entropy_nats	entropy_bits	max_entropy_bits	cost
36	2	34	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
37	2	66	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
38	2	130	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
39	2	258	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
40	2	514	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
41	2	1026	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
42	2	2050	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
43	2	4098	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
44	2	8194	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
45	2	16386	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
46	2	32770	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
47	2	65538	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
48	2	12	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
49	2	20	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
50	2	36	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
51	2	68	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
52	2	132	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
53	2	260	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
54	2	516	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
55	2	1028	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
56	2	2052	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
57	2	4100	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
58	2	8196	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
59	2	16388	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
60	2	32772	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
61	2	65540	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
62	2	24	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
63	2	40	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
64	2	72	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
65	2	136	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
66	2	264	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
67	2	520	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
68	2	1032	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
69	2	2056	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
70	2	4104	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
71	2	8200	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
72	2	16392	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
73	2	32776	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
74	2	65544	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
75	2	48	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
76	2	80	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
77	2	144	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
78	2	272	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
79	2	528	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
80	2	1040	4	4	18.420880733953034	26.57571328368109	26.57571328368109	0
